text,real_label,pred_label,percentage
#Vancouver gets tough with slum landlords..ew backed up sewage   http://bit.ly/16UrvV http://bit.ly/16UrvV,neutral,negative,0.5659
 rest well!,positive,positive,0.8531
"Awake, no migrane (yey) but tummy is hurting, evil IBS",negative,negative,0.9403
What happened to the warm?  I will commence pouting until it returns READYSETGO,neutral,neutral,0.5687
i got stung. by a bee.,negative,negative,0.9431
Sitting at home watching ATL for the 2 time todayy  Waiting for Jess to come at like 630 then go get Marg and head out later to Second Sat,neutral,neutral,0.8762
im feeling like ish!  i just wanna go home and go mimis,negative,negative,0.7162
 I`ll try but silly silly tweetdeck being mean to me again,neutral,negative,0.7927
http://twitpic.com/4jalj - Morning world. #healthyliving update. Weight this morning 82.1kg (12st 12lbs) Going in right direction,positive,neutral,0.6393
" They actually use standard speaker wire between them too, with standard terminals, so no soldering involved or anything.",positive,neutral,0.8382
oh what a night love me some aces,positive,positive,0.9847
 gaah rain for tomorrow,negative,neutral,0.8864
Still working,neutral,neutral,0.5295
i didnt get paid this week  roll on tuesday,neutral,negative,0.7996
 what was it? I missed it.,neutral,negative,0.6073
" I mailed  for some help, you got reply right now from him, I didn`t get, which should probly mean I won`t get it",neutral,negative,0.6474
 I knew something was wrong with this guy.  Now it`s been confirmed!  Thanks for the pic!,neutral,negative,0.6754
"_Is_Here oh hun, i`m sorry... out of everything you`ve been through, the last thing you deserve is to be unhappy at home..",neutral,negative,0.898
UGH! Poor Beautiful Girl. Went in for new tires and inspection sticker. Now there`s a $590 repair and still no tires.,neutral,negative,0.8695
"It`s so awesome to know that there are people who think I have what it takes to make it in Nashville, and who offer to help if I want it.",positive,positive,0.9785
t`internet on blackberry fooked so no checking of the tweets and whether phill has taken up my request,neutral,neutral,0.6957
 You and your Yuotube links.  DENIED at work.,negative,negative,0.7861
is cheering on the Arsenal Ladies!!    and missing my M...x,neutral,positive,0.5018
Back to work today but I don`t even mind.,neutral,neutral,0.5086
   god peppermint mochas frappachinos are amazing...  and addicting,positive,positive,0.9842
"It`s Happy Star Wars Day, LOL.  May the force be strong with you all.",positive,positive,0.984
HD full again...  http://plurk.com/p/x2eb3,neutral,neutral,0.8404
Good morning guys!  Dont forget: Today is mothers day! Mommy? I LOVE YOU ! Youï¿½re the best <3,positive,positive,0.9931
 that story reminds of living in Portugal,neutral,neutral,0.8081
: probably not  I want to go home,neutral,neutral,0.5584
Dimples was in the preview... are they not on today?  It hasn`t aired here yet... via http://twib.es/CPF,neutral,neutral,0.6592
" i love your music  especially the fight, thats a awsome song by far !",positive,positive,0.9912
 All the best with the Cup Final today. Have fun,positive,positive,0.9868
Does not feel good at all today,negative,negative,0.9787
missing his voice,negative,neutral,0.615
" I am UCE, I did my PGCE there   went to Leicester for my main degree though ...",neutral,neutral,0.883
 ur linky no worky,neutral,neutral,0.6779
will be lonely for 4 days because  will be in baguio.   http://plurk.com/p/x2apl,negative,negative,0.6469
i`m kinda sad of being alone all the time i miss my brother  and my friends suck i mean no one has even called me in 2 weeks,negative,negative,0.9627
"(cont.) Small children are not puppies. And cleche sarcasm is so annoying. Bcreative, but then again, that`s too harrd",negative,negative,0.9432
phones about to die  ttfn!,negative,negative,0.6603
R-T  30 Cool Things For Successful Entrepreneurs To Do - http://bit.ly/8w7iQ - Please Share,positive,positive,0.8747
"Going lay down, I`ll get up officially @ 1! Yes 1! lol Good(night) again!",positive,positive,0.8829
 _langley Hi guys! Guess who has Twitter on her phone now? Me!,neutral,neutral,0.5728
time to go to bed... and hopefully wake up to a better day  niiiiiiiights yall,positive,positive,0.9517
woo exams nxt wk,neutral,neutral,0.872
http://twitpic.com/67ykl - The stolen purse -- when it was new from the store...see tags still on it,negative,neutral,0.6703
I would of won that contest if I weren`t to have chickened out,negative,neutral,0.6317
"btw , , , and , i ordered some of yer merch yesterday.!  <33333333333",positive,neutral,0.5663
  awwwww i`m such a scifi geek and StarWars is the TEN COMMANDMENTS for us geeks!!,positive,positive,0.7744
i dont get it,neutral,negative,0.8517
back from the city... breakfast time,neutral,neutral,0.8197
Happy mothers day to all the mommies,positive,positive,0.9869
 girl a blunt is soooooooo in my thoughts right now. I had an absolutly GREAT day with a few stressors...come home,positive,positive,0.8556
 **** **** and blast!  I`m at LMHR tomorrow and Sam out   Who is running it?  I could see if she could join next week?,positive,neutral,0.777
http://twitpic.com/676hv - R.I.P Fristy just thinking abt her,negative,neutral,0.7394
 one thing is good enough for me. friendship retained!,positive,positive,0.9332
 yep trying to beat the cold winter. Morning swim is always refreshing~ good start of day,positive,positive,0.9743
"Okay, now I`m listening to Jonathan Coulton and working. Woo.",neutral,positive,0.6033
i can`t find my tennis racket!!,neutral,negative,0.8195
dual reject ...  http://tinyurl.com/mfm7tl,neutral,neutral,0.5675
 you are not old!!! You`re  just comfy! Like worn in sweats! Said with all the love my sarcastic heart can muster....,neutral,positive,0.8775
_fam lol it`s coming up too  probably mid june early julyish???,neutral,neutral,0.6709
is feeling very happy despite the amount of work that i need to do today!!! Happy times,positive,positive,0.9833
So sleepy again and it`s not even that late. I fail once again.,negative,negative,0.7802
Just Finished My English Final...Just One Step Closer To The End.,neutral,neutral,0.7278
I`M FEELING GREAT!,positive,positive,0.9791
joe: 2.30pm Kevin pics up a new pair of pjs :`) PMSL i could have died!!! lmfaoo :`) I MISS MY BOYS,negative,positive,0.3658
 heyyy you  LOL wassup mamas?,neutral,neutral,0.763
 awlll mann  we should meet up this summa or something!,neutral,positive,0.6212
 And what`s your blog entry about?,neutral,neutral,0.9083
 what`s wrong?  maybe I can help?,neutral,neutral,0.6751
is chilling at home,positive,neutral,0.8012
no Santa cruz for me  but I do have an interview at jamba tomorrow morning (:,neutral,neutral,0.7108
in the mood to listen to some Reg stuff  (Sir told me: U used to be a huge fan of mine but now it seems you`ve forgotten my songs!!!) ),neutral,neutral,0.5048
aaaaaaaaaaa McFly,neutral,neutral,0.7342
"Bitten to blood by my cat, on my way for a rabies bacterin. Seems 7 shots for 2 months. Never wash my cats at home again, they hate water",negative,negative,0.9596
 goodnight lovely,positive,positive,0.9027
Another two hours of work. Ugh. It goes by so slow. And im sore,negative,negative,0.906
bowling with cousins  awesome,positive,positive,0.9697
http://twitpic.com/67wb4 - Gotta a show on Monday at 9.... hopefully my head will be better by then....,positive,positive,0.8407
 i miss yoooouuuu!!!!,negative,positive,0.7654
 Hey Mary! This Is My Twitter  (Karishmaa1) Luvv Youu ?,positive,neutral,0.6039
 u said u was gonna follow  its nita from ur live chat,neutral,neutral,0.8532
would like a hug and a kiss from Eric. Long distances really really stink,negative,negative,0.8419
This is not fair... bath again....,negative,negative,0.9645
 pleaseeeee .. it was the only thing I wanted for my birthdayyyy!  please say happy birthday to me!,positive,positive,0.9853
 I shall annoyingly tweet at you tomorrow.,negative,negative,0.8008
"Aww, no one`s on MSN",neutral,negative,0.6163
 I feel almost empty inside today.  Not a good feeling.,negative,negative,0.9634
schade  #tv_addict,neutral,neutral,0.8155
i dont feel good! sick to my stomach,negative,negative,0.9792
loves the way the sky looks now i.e. no cloud at all.  but that would only mean that it`s ultra hot outside.... http://plurk.com/p/rpb7t,positive,positive,0.9627
" my husband wears the same shirt all the time, think you can send some of that this way??",neutral,neutral,0.7633
 How could you go to Cali without me??? I`m sad.,negative,negative,0.8749
 would love to hear all of this from a Nokia perspective...,positive,positive,0.7977
_liv_lyf good to hear! Just in time for the weekend. I`ll be working though,positive,positive,0.9534
has sent Ben off to do the weekly shop  woo! xxxxx,neutral,positive,0.6173
 Not by choice.  I have to use it for that one project that never ends!,neutral,neutral,0.4539
 It wouldn`t let me download it cos it said I`m the UK. I had a little cry.,negative,negative,0.8673
making Shell join twitter so I have a follower,neutral,neutral,0.6853
"Umm. What do we have here? Apple pie, check. Cupcakes, check. Green tea, check. Coffee, check. Then we`re ready for tea time",neutral,neutral,0.7854
"Um. Why can`t I write **** tonight? I like ****. I want to write ****. Yet, nothing. No ****.",positive,negative,0.5725
has now found a bug in the RHEL5 bnx2 driver   Cant handle high packets per second (> 50k),negative,negative,0.8639
 you mum sounds so humble ! what a sweet thing to ask for,positive,positive,0.9723
Getting ready 2 leave 2 a girl scout metting..Don`t feel like it but I have 2.....,negative,neutral,0.6297
 u already took da pic with out me,neutral,neutral,0.8336
i met one of the nerdiest servers at chili`s today lol... he was awesome and i was his favorite,positive,positive,0.9874
" Yeh I suppose, but its not the same you know? To me Henry isn`t really a gunner any more",neutral,neutral,0.521
 Surely you knew this before hand? A good book or a hand held has to be essential. Just no PSPs unless you have a charger.,neutral,neutral,0.6756
" yeah, it`s all teased up into this boofy bit...i`m buying red hair extensions btw",positive,neutral,0.7142
The Eagles make saturday nights so much better.,positive,positive,0.9863
gah. how am i supposed to study when all i do is sneeze and get even more tired.,negative,negative,0.9379
Inspite of the spams.. I can`t stop losing this twittergadget. I love twitting from Gmail,positive,positive,0.3972
is off to Body Power Expo! Thanks to Mike at Performance Network for the free tix!,positive,positive,0.9641
 Thank you  ****,positive,positive,0.777
Happy mother`s day everyone!,positive,positive,0.9846
Scratch that. Now we`re watching `marley and me`. Thinking I could stay awake better for this one.,neutral,positive,0.5405
 Are you shattered after that long week?  Thats a pity about tomorrow night,neutral,negative,0.7235
just played volleyball?,neutral,neutral,0.8814
"1.2 mile run and 450 meter swim, things are looking better and better... Laying off the bike today",positive,positive,0.9682
"_skies  cus it all got too much attention in the end, shes embarrased and i think it just got outta hand a bit poor girl  ****",negative,negative,0.9305
My tweet is on cheaptweet.  You wanna vote for me  http://cheaptweet.com/t/syopvd,neutral,neutral,0.6796
forgot she had a Twitter account.    Happy Mother`s Day!,positive,positive,0.9683
"Yay, a live demo of Rhodes. Loving this more and more  #euruko",positive,positive,0.9894
 hahahaha your watching 106 too... i miss Oceans 10...,negative,neutral,0.5001
 awww NO. you`re not ugly.,neutral,positive,0.4613
 I love it as well!,positive,positive,0.9863
So my lucky jade nacklace/matching earrings ain`t so lucky. Lost an earring. Now the chain broke on pendant,positive,negative,0.7874
 there was like no1 there n tha DJ comp was hella wack... no gud DJs  but got in free so its all gud,neutral,negative,0.4675
" wow, I see a Mr.B obsession in you!!",positive,positive,0.9197
 LOL. Academy-ish. Haha. I really really miss O.B.,negative,neutral,0.411
_marie Stick with me kidd...you`ll be alright (there`s a whole sketchy world out there waiting to be taken advantage of,positive,neutral,0.5327
Yippee! Happy birthday to me,positive,positive,0.9913
ugh... only 1 3/4th hour and i will be 19...,negative,negative,0.4441
 sounds like a perfect way to spend a sunday evening. Enjoy,positive,positive,0.985
 Hi  Im Better... Drinking Hot Tea With honey ^^ ... Thanks... Take Care Plis,positive,positive,0.8732
A movie`s worst fate used to be 'Straight to DVD'. Now it is 'Straight to DivX' or 'Straight to Internet',negative,negative,0.6766
 ooo and good luck for dundee tonight i can`t be there cos i have a ton of uni work,positive,neutral,0.4667
"Off work, trying to relax for about 30 mins before I`ve gotta go back to sleep",neutral,neutral,0.7301
"yeah, I was wasting my time  fail",negative,negative,0.9007
"Happy sunday, beautiful day in London... off to meet Chergo for breakfast  ****",positive,positive,0.9856
it is on environmental studies and driving me mental,negative,negative,0.8188
 i know so lame,negative,negative,0.9013
 You can find more info on getonu2.com We hope to launch the project this week. Then we`ll really need some help to release it!,neutral,positive,0.8464
BORED.  would love someone to talk to.,neutral,positive,0.5193
" yes, I do  but why did you change?",neutral,neutral,0.792
"LAPPYTOP BATERRRY DYING,tryingtofind a movieto watch since im staying in.  and goingto my room.",negative,positive,0.7005
"Getting some DMs asking where I fell off to the past few days  I was sick, but am all better now. I appreciate the concern! Game On!",positive,positive,0.8927
 i noo  i went to the zoo instead lol!! ru goin out 2night??? ****,neutral,neutral,0.5258
Collabro w/JPhlip called 'California' was another hot one.,neutral,positive,0.7245
"happy mothers day to all the mothers, grandmothers, furbaby mommies, etc!  heading out for breakfast with my mom shortly",positive,positive,0.9858
i havent gotten any prank calls making me laugh in so long.,neutral,positive,0.4147
i cannot sleep due to watching UKTV food. its keeps my cravings at bay. i think my bodies guna ache tomro,negative,negative,0.5541
 guessing... Ran 4 miles & gym? Superman you  oxox,positive,neutral,0.8805
Just made breakfast for her mom,neutral,neutral,0.7051
"Was outside playing ball with dogs, now all hot and sweaty",negative,negative,0.5042
"finally, holiday.",positive,positive,0.5016
my school is like the only one thats NOT on vacation.,neutral,neutral,0.5195
" if he did, he would say hi.",neutral,neutral,0.7594
 *is bad ****...He still is,negative,negative,0.8175
Wants to game tonight with her friends,neutral,neutral,0.7737
 Okay. I`m all out of ideas,neutral,negative,0.641
" haha, its cos one of your `tweets` was smile smile smile, so i quoted the boys in reply",positive,positive,0.706
Mothers day isnt until the 31th here in sweden.But thnx for the pm`s,positive,positive,0.599
listening to the online radio; oldies,neutral,neutral,0.8604
Our plane had landed!! FINALLY gonna get to board...an hour late.  stupid rain!!!,negative,negative,0.4389
if officially done with high school....  so sad... i miss them already! movie later???,negative,negative,0.8836
"  I was seeing only one side of it, but it looked interesting.  And deep.",positive,positive,0.9216
 Will we see you guys in the Philippines?  That would be the coolest thing ever! Always wanted to go to one of your concerts!,positive,positive,0.9898
" Yeah, I`m getting ready to go get pizza. Then nothing to do  Maybe _2gnt will want to play Xbox.",neutral,neutral,0.5594
what`s good about working a double?...Jasmin,neutral,neutral,0.508
Cleaned the screen on my new PC DOS machine and took another 'screenshot'  http://bit.ly/QLzP2,neutral,neutral,0.5214
On a brighter note.. still at work at 6:15 on Friday working on other peoples problems...  oh man. I`m SO eating pizza tonight. hoorah!,neutral,positive,0.9236
 i know.. i suck.. i`m a master procrastinator  ... you guys don`t have too much fun without me,negative,negative,0.8498
favorite shirt ruined:death by bleach  #fb,negative,negative,0.9088
Just found out one of my ankles is swollen...eeks now it hurts,negative,negative,0.9391
 my knee is hurting so bad im limping...so we get to suffer through work together,negative,negative,0.9371
" girl, when you crash, it may last for 2 days",neutral,neutral,0.5553
 aww im sorry im home now hope your ok  i love ya wifey <3 ****,negative,positive,0.808
Disneyland was a blast yesterday now back to work,positive,positive,0.9751
 Ohh.. #twpp is falling silent..  I was waiting to track ur US version.. Next time maybe.. Btw sunny california sounds good,positive,positive,0.9016
 of course i would,positive,positive,0.6427
" Ur going 2 get tired of hearing from me, but I just saw a preview of ur movie Year One, and you were in it.  How funny. Yeah!",neutral,positive,0.8223
" is a loser;) baha, dude! i`m gonna come & put those pictures on my myspace really quick!",negative,neutral,0.4265
spending a `girly` day wif my four big sisters! shopping. pedicures and dyeing eachother`s hair. ohh yeah,neutral,positive,0.6287
 I tried 2 vote 4 u the other day but I couldn`t figure out how 2 do it  help? Lol,neutral,neutral,0.4963
"_caine I saw it, it made me sad",negative,negative,0.9347
"Oh well, there go my hopes for seamless transfer of blog  however I am now on track and will have it up and running sometime this eve",neutral,neutral,0.6313
 Hi there! Nice to meet you,positive,positive,0.9699
_kearley That`s Twitter for you.,neutral,neutral,0.7829
Burnt the **** out of my hand today.,negative,negative,0.9409
"**** **** **** ****,  please comment me back  ILY",neutral,positive,0.5939
"  I`m not even in your situation and now I`m sad. I`m sorry, that`s really sucky.",negative,negative,0.9345
 thanks for the link love yesterday by the way,positive,positive,0.9831
I`m so sleep deprived but it`s to hot to sleep.,negative,negative,0.7111
new golf VI TSi 160HP is fast!,neutral,positive,0.7527
"is done painting all the bedroom furniture, I still have to do the table but it will wait until after the move. Uggh moving in the heat",negative,neutral,0.5528
I really need to lose weight. Anybody wanna be my exercise-buddy?,neutral,neutral,0.7923
 thank you for the link! it explains a lot! and I`m glad you`re feeling good! I`ve a friend coming tomorrow. will be fun!,positive,positive,0.9925
Can`t believe how gorgeous the weather has been today & I`ve had to spend it at work!,positive,positive,0.9724
" Morning, that`s not mean, that`s just smart",neutral,positive,0.8422
_ci ewww poor you  wish you all the best! thank God there is Rolland Garros this month isn`t?! ;P,neutral,positive,0.843
 In Toronto  waiting for YOU!!! 48 days to go!,positive,positive,0.8532
wants cookie,positive,neutral,0.7717
 Happy Birthday!!!!!,positive,positive,0.9895
Just five more days. Five more long days. Ahh!,positive,neutral,0.4082
"happy mother`s day to all the mama`s out there, be greatful and appreciate your mama",positive,positive,0.9833
 I must agree I do like blackberries!,positive,positive,0.9403
"The Gray Hat Python book reminded me how many security tools are python version specific, which is a pain if you need to use all of them",negative,negative,0.542
a pink balloon for mum on her day,neutral,positive,0.6901
it`s friday! trying to find something to do,positive,neutral,0.6858
" Yes, I`m the only stupid girl of my kind!!",negative,negative,0.7874
 that sucks - I`m still hungry and sucked down my food.,negative,negative,0.9687
 yesh. lawl,neutral,neutral,0.575
I dedicated today to Mothers Day videos because without Moms (and Dads) we wouldn`t be here tweeting.,positive,positive,0.668
Feeling madly sorry for myself... - ï¿½Iï¿½M SECK D= Make me feel better  I should be going to a fashion show... http://tumblr.com/xz31werch,negative,negative,0.6204
@ work again,neutral,neutral,0.5711
"Holy **** it`s super sunny, Friday and Whitsun, my tube is deeeesearted. Wish I was in the park  http://tinyurl.com/ns2l55",neutral,positive,0.8798
"can`t gauge the time of day in my office anymore... It`s worse than a friggin` casino in here... no waitresses, smoking, or booze",negative,negative,0.9736
On my way home...then SLEEP! Seeing Amber Pacific tomorow with the besties,neutral,positive,0.8215
"its from all that **** ****, i forgot the lube. ****  may need to go to the E.R.",neutral,negative,0.749
About to get crazy,neutral,neutral,0.5613
Saw the new Star Trek movie yesterday `twas  very good. Having a quiet day today - off to the gym then for lunch,positive,positive,0.9842
" Oh, you poor thing!!    So sorry, babe....",negative,negative,0.9206
And now the crazy is all gone.,negative,neutral,0.6065
"found a pack of United Red Carpet Club booze vouchers. Anyone wanting to have quite a few drinks there, come with me as it appears",neutral,neutral,0.5688
Night Night Everyone.    HAPPY MOTHERS DAY to all mothers,positive,positive,0.9794
great. more rain,positive,positive,0.6283
how bad has life gotten where u  werecounting on the church50\50 raffle? the answer is real bad,negative,negative,0.9665
"Sore throat coming,and recording about to start for new citipointe EP album! ARGGHHH!!!  prayers needed",negative,neutral,0.5486
I was awake until 12:45am then my mum turned the internet off so i couldnt watch the  live chat i was ccrying i was sad,negative,negative,0.923
 so jealous,negative,negative,0.9446
  Bring me food before you go please.,neutral,neutral,0.7949
 Hi frenchie *-* i`ll do that...later  :p,neutral,neutral,0.5589
 is not too hot and not to cold,neutral,neutral,0.5943
 You rock my socks off! Sorry you have to go to BFE Maryland.,neutral,positive,0.8823
a HUGE SPIDER just crawled past me.  HUGE.,neutral,neutral,0.4555
 Oh no! So sorry about your pets..,negative,negative,0.898
" heh, you seem to have a complex about your iPhone jealousy. This self-denial is harmful! Just let it out.",negative,negative,0.9173
Computer is packed away. There goes my life. Right into a cardboard box.,negative,negative,0.7168
 dont ya know? people love the human society,positive,positive,0.623
I am so tired!,negative,negative,0.9322
" i`m sure you`re sleeping, but you`ll have to tell me your favorite part tomorrow. i laughed pretty much the whole time.",positive,positive,0.9388
Thanks to:      New followers!,positive,positive,0.9712
"Sitting in mels house, just finished eating mcdicks, laughing at all the dumb stuff I said tonight!! Ready for bed? I think so",positive,neutral,0.4164
 No I haven`t had chance to watch that yet...going to have to get hold of it.   Thanks for the tip.,positive,neutral,0.599
 hahaha i was like :O DOUGIE THATS HARSH!!! are you happy he replied?,neutral,positive,0.7164
"I am sooooo happy! Finally, Kean Cipriano replied to my chat messages. I hope he`s not fake.",positive,positive,0.9837
"Loving the weather this weekend, shame i`m back into work tomorrow",neutral,positive,0.9651
Downtown was fun tonight  The walk back to the car was rediculous lol,neutral,positive,0.9703
"going to die from study overload this weekend. too much homework, with paying work to interrupt! i`m screwed",negative,negative,0.9519
 well what about tomorrow? I miss you,negative,neutral,0.5227
"happy mothers day @ my mum  (also to my sis  and my 'mum' jess, ahah)",positive,positive,0.9823
"_leslie I love the video!! You are inspiration Mr. Leslie, can`t wait for the new album still rocking the debut.",positive,positive,0.9924
_Rex_513 I`m working all weekend,neutral,neutral,0.8817
: love the song 'together'. that`s 'his' song for me...well i think it`s still is,positive,positive,0.9836
BOOK NOW & SAVE:SUMMER 2009 * THE AMAZONES VILLAGE SUITES****-CRETE-GREECE! THE BEST PLACE TO BE!,positive,positive,0.9698
Omfg this test is a joke.,neutral,negative,0.9574
sitting at home being bored.......,negative,negative,0.7737
", a 74 is not 'quite alright'!  on the plus side, I ate cinnamin toast crunch for breakfast, and am now eating strawberries.",neutral,neutral,0.4528
Where`s my Happiness?,neutral,neutral,0.5823
i love mandy moore so much  and also angela,positive,positive,0.9726
"Boring. Sunny Monday. No school. Tired. Lazy. Hungry. Yeah, in a great mood!",neutral,positive,0.8872
Wake up **** But tired. On this moment i listing some music for make me happy and let me wake up,neutral,positive,0.7105
being surrounded by student houses having barbecues and playing **** music is hardly conducive to a good job-applying frame of mind,positive,negative,0.8805
May the Forth be with you... ha yes... Today is my birthday  Star Wars day... Aren`t i lucky you star wars Fans?,positive,positive,0.9402
  thanks  I`m holding my mini laser light thingy lol. How are u?,positive,positive,0.759
 So Windows LiveWriter`s accessible? Guess that answers that.,neutral,neutral,0.7106
_Butler I think/hope they might put an age limit on next year on the back of that  #bgt,positive,neutral,0.8551
"_kryptik the usual... applications, checking statuses, reading stuff that`s ... wel... not arbit  etc",neutral,neutral,0.6242
 I miss going to EK every summer & christmas vaca  Take me there!,negative,neutral,0.417
 oh really? why HELLO there,neutral,negative,0.6334
"HAPPY B-DAY TO LINA  haha, your birthdaypresent to me would be to comment on the new video ;) http://bit.ly/17Cy61",positive,positive,0.9835
" i`m just starting it brinn, guess what?? i get my laptop back  but i can`t use the messenger, hate it.",negative,negative,0.8947
change of plans. won`t be seeing Up today.,neutral,neutral,0.693
all my pancakes always end up soggy.,negative,negative,0.8736
Lots of confusions I`ve at my work place..,negative,negative,0.4944
" lol, I know how you feel, but with 4 kids and my current work load, I am maxed out with no time to grow things.",neutral,negative,0.6651
": I`ll be in Heerlen on Sunday but you won`t be there, right?",neutral,neutral,0.8408
" Woot freaking hoo, tho Mad World isn`t doing well on the iTunes top #100 chart.",positive,negative,0.5119
"All in all, a good weekend",positive,positive,0.9662
" yer, oh that`s **** cause u hell need to post more haha so we can talk",neutral,neutral,0.666
It figures. It starts raining as I am freed from work,positive,neutral,0.6583
 u think its fair...... k den i guess m wrng.... still i feel its not at all fair....,negative,negative,0.7839
 hï¿½rlich!,neutral,neutral,0.7449
Mondays aren`t so bad when they are this sunny  #fb,positive,positive,0.8877
Well this is just lovely.  I am completely flattened by a back injury.  There goes the weekend.,positive,positive,0.7155
waching gray`s antomy,neutral,neutral,0.8681
Writing Mother`s Day cards for my mom and gran...  hurray!,positive,positive,0.5528
"In cafe management, the end of the month is nothing but numbers. My arty little head hurts from finding discrepencies",negative,negative,0.9216
"Sad that Gmail chat has died, so I can`t help ",negative,negative,0.8829
1:36 AM screw it im going to bed... one love,neutral,negative,0.5761
 NO WAY MAN! i like 21 year olds,neutral,neutral,0.4224
"_aureole Oh my gosh, so cute!!!",positive,positive,0.9854
Swimming party at my brothers tonight. I had an AWESOME time.  Since when am I a sissy about cold water?  Who am I?    LOVED TODAY!!!,positive,positive,0.9868
"Chinese Lunch Buffet: $4.50 - Add a soda $1.25 - Noticing the Health Inspection score of 81 as I walk out with my bag, Priceless .....",neutral,neutral,0.6777
New To twitter,neutral,neutral,0.7319
"Hmm, $25 to see the Decemberists, but I have to go to Raleigh on a work night... or $95 for cheap seats to the Bolshoi? Probably neither",negative,neutral,0.5463
 morning! I`m in the garden getting air,neutral,positive,0.654
out enjoying the weather before i have to go to work.. last shift with ,positive,positive,0.82
" yeah but they had to come barcelona, because not all the fans can be in that concert  COME BARCELONA! JESSI TE QUIERO",neutral,neutral,0.5536
Hi everybody! Sorry for the long listening. Iwas too busy.,negative,negative,0.6122
 gut,neutral,neutral,0.6043
Toasting what seems to be 100 waffles for the 4 farmer kids. They sure eat a lot.,neutral,neutral,0.5271
sad that school is over gonna miss all my friends and teachers,negative,negative,0.8061
" I`d love to, but i`m all the way in India.",positive,positive,0.699
 the happiest place on earth  j`adore,positive,positive,0.9748
"oh dear, I`m being followed by someone that claims to help you stay young  the end is nigh",negative,neutral,0.5448
sleep? what`s sleep again? I`ve seem to have forgottten the meaning. too much on my mind. or it`s just my usual insonmia.,neutral,negative,0.7679
 I have yet to even get out to play this year  soon I hope!,neutral,neutral,0.4554
"Bing! no its not Chandler Bing, its the new Search engine from Microsoft http://tinyurl.com/mgcotd ..but why the name Bing",neutral,neutral,0.5982
Just had mothers day lunch here  http://twitpic.com/4wfeo,neutral,neutral,0.8181
 awwww i cried...makes me cry  i love joey!,neutral,positive,0.9245
 I agree. I missed a LOT while I was away and busy and now it`s like a whole new place,negative,positive,0.5154
Off for a bit of a motorcycle trip today!,neutral,neutral,0.7092
doing the andy dance  the one on fonzie gomez show ;) haha,neutral,positive,0.826
Happy mother`s day and to the god mother`s and step mother`s too....,positive,positive,0.9779
Watching the Pianist with my dad great movie.,positive,positive,0.978
 lmao - That would have taken me at least a week!,neutral,negative,0.484
  hubz company was organising ...i had to be there!,neutral,positive,0.5364
" ah man, that`s sucks.  What happened to it that`s prompting a reinstall?",negative,negative,0.9232
doing my english essay (on r&j...wtf) that i should have done a long time ago when it was assigned last thursday,negative,neutral,0.5627
"Obama last night: 'Most of you covered me, all of you voted for me. Apologies to the Fox table.'       http://bit.ly/bGcnW",negative,neutral,0.6183
" i love the new hairdo! haha, and i live in NY too, so yeah it was REALLY hott!",positive,positive,0.9929
How to get a $40 trumpet book - get caught in the rain with an $80 trumpet book ... oh dear  NY,negative,negative,0.6299
"i`m out of books to read, movies to watch n stuff to buy...i`m bored!",negative,negative,0.8809
" we got Watts, Chingo Bling, The Chile.. can`t do this thang without BGeezy, we need u on the show!   http://bit.ly/12R3c3",positive,positive,0.5278
Oh no! Poor bears  i just had a nightmare i wrestled a huge snake and won,neutral,negative,0.698
Rumbo a bachilleres,neutral,neutral,0.758
" Yeah, I hired some guy named Lenny to tend to the rabbits this year.",neutral,neutral,0.8667
 what happened? who`s the jerk!?,negative,negative,0.8024
i`ve been eating cheetos all morning..,neutral,neutral,0.6182
 thanks   got a hold of someone there who knew their stuff..at last!,positive,positive,0.8143
 wow I love it !!! thanks,positive,positive,0.99
OMG IM IN SUCH A BAD MOOD 2DAY   wats ppl doin2nite?,negative,negative,0.9305
Just picked up my copies of the printed brochures I did for the BWRC. So excited,positive,positive,0.9904
"sleepy time! and, my room is finally clean.",positive,positive,0.9264
anyone excited for harry potter like i am. **** twilight postponed my first love   oh well off to find some hai chai,neutral,positive,0.668
 soz i neva saw this message till now...if u add then delete me i cant see any messages uve left on my page,neutral,negative,0.647
"bored , cleanin the house",negative,neutral,0.6898
"finishing off a quick magazine article for CAP, can`t wait to get it done and get back to the book",neutral,positive,0.9193
WOW. My teacher just called me a skunk cuz of my hair,positive,negative,0.856
" Yeehah, quality",neutral,neutral,0.5358
Sitting in on a Friday Night Bored,negative,neutral,0.5556
 its the wine!!,neutral,positive,0.6481
Regrettin some of the decisions I made,negative,negative,0.5914
Just passed a wrecked car  hoping everyone got out OK. Finally picking up speed. Should have been in B`mpre by now.,positive,neutral,0.5639
I hurt my foot in gym class.,negative,negative,0.952
 Appending the #verticalchinese hash tag is a nice touch.,neutral,positive,0.922
 *HUGS you*  awwww......i`m sorry you are feeling sad E!,negative,neutral,0.5081
Home now. Some invaders have taken over my base,neutral,negative,0.833
i am soo **** sick of wades mood swings... uhh i hate him.. he`s an ****!! ahhhh,negative,negative,0.983
" Oh good, this thing is viral now",positive,positive,0.7664
listing to music while putting the finishing touches on my mothers day present and the cool part is it didn`t cost my a thing,positive,positive,0.946
Greys Anatomy is so fuckn awesome atm!!,positive,positive,0.9829
I`m off to Costco in a bit to print off more photos for my photobook,neutral,neutral,0.7842
